latitude,longitude,elevacao,time_point
47.23475056736676,-119.84827158042167,379.29,2023-08-22 22:00:45.499000+00:00
47.2347383491911,-119.84827231356151,379.333,2023-08-22 22:00:45.599000+00:00
47.2347262383785,-119.84827309025809,379.326,2023-08-22 22:00:45.699000+00:00
47.23471414577489,-119.84827388178563,379.285,2023-08-22 22:00:45.799000+00:00
47.234701983352295,-119.84827475045212,379.271,2023-08-22 22:00:45.899000+00:00
47.23469009306237,-119.84827562399423,379.28700000000003,2023-08-22 22:00:45.999000+00:00
47.23467798645195,-119.84827649292025,379.274,2023-08-22 22:00:46.099000+00:00
47.23466593042394,-119.84827746121718,379.26800000000003,2023-08-22 22:00:46.199000+00:00
47.234653919533436,-119.84827839652148,379.258,2023-08-22 22:00:46.299000+00:00
47.23464182205462,-119.84827933868876,379.308,2023-08-22 22:00:46.399000+00:00
47.23462975208753,-119.84828028716584,379.281,2023-08-22 22:00:46.499000+00:00
47.23461779559071,-119.84828122607064,379.308,2023-08-22 22:00:46.599000+00:00
47.23460575526064,-119.84828222459242,379.33,2023-08-22 22:00:46.699000+00:00
47.23459400568346,-119.8482831692504,379.416,2023-08-22 22:00:46.799000+00:00
47.23458170760061,-119.84828425642253,379.37600000000003,2023-08-22 22:00:46.899000+00:00
47.23456965424341,-119.84828528807041,379.39300000000003,2023-08-22 22:00:46.999000+00:00
47.234557657627015,-119.8482862951942,379.45,2023-08-22 22:00:47.099000+00:00
47.23454555359561,-119.84828735564746,379.44100000000003,2023-08-22 22:00:47.199000+00:00
47.23453343717695,-119.84828836893689,379.387,2023-08-22 22:00:47.299000+00:00
47.23452127679229,-119.8482894269469,379.42900000000003,2023-08-22 22:00:47.399000+00:00
47.23450937728421,-119.84829042457248,379.403,2023-08-22 22:00:47.499000+00:00
47.234497493778086,-119.84829141748209,379.402,2023-08-22 22:00:47.599000+00:00
47.23448548157469,-119.84829242585138,379.397,2023-08-22 22:00:47.699000+00:00
47.234473518807384,-119.84829338925317,379.397,2023-08-22 22:00:47.799000+00:00
47.234461505926156,-119.84829439453004,379.372,2023-08-22 22:00:47.899000+00:00
47.23444940519492,-119.84829535343917,379.357,2023-08-22 22:00:47.999000+00:00
47.23443734641427,-119.848296377556,379.319,2023-08-22 22:00:48.099000+00:00
47.23442525987855,-119.84829738403565,379.252,2023-08-22 22:00:48.199000+00:00
47.234413002582784,-119.84829825348493,379.197,2023-08-22 22:00:48.299000+00:00
47.234401075180614,-119.84829899232628,379.219,2023-08-22 22:00:48.399000+00:00
47.23438916148296,-119.84829978778619,379.151,2023-08-22 22:00:48.499000+00:00
47.2343774696896,-119.848300520911,379.22700000000003,2023-08-22 22:00:48.599000+00:00
47.2343661960837,-119.84830121203588,379.255,2023-08-22 22:00:48.699000+00:00
47.234354491341854,-119.84830187944314,379.266,2023-08-22 22:00:48.799000+00:00
47.23434285774335,-119.84830243167487,379.273,2023-08-22 22:00:48.899000+00:00
47.23433125762371,-119.84830287754929,379.249,2023-08-22 22:00:48.999000+00:00
47.234319511001246,-119.84830331664925,379.241,2023-08-22 22:00:49.099000+00:00
47.23430808140884,-119.84830371066396,379.231,2023-08-22 22:00:49.199000+00:00
47.23429655956612,-119.84830406442306,379.228,2023-08-22 22:00:49.299000+00:00
47.23428531633301,-119.8483044571666,379.235,2023-08-22 22:00:49.399000+00:00
47.23427440032943,-119.8483047375247,379.26300000000003,2023-08-22 22:00:49.499000+00:00
47.23426349955785,-119.84830505118651,379.277,2023-08-22 22:00:49.599000+00:00
47.23425285661171,-119.84830527507708,379.31,2023-08-22 22:00:49.699000+00:00
47.23424230812579,-119.84830549968693,379.272,2023-08-22 22:00:49.799000+00:00
47.23423188825097,-119.84830568690245,379.273,2023-08-22 22:00:49.899000+00:00
47.23422162678431,-119.84830584367926,379.27,2023-08-22 22:00:49.999000+00:00
47.23421149288419,-119.84830596219399,379.237,2023-08-22 22:00:50.099000+00:00
47.23420168284288,-119.84830608088133,379.261,2023-08-22 22:00:50.199000+00:00
47.23419214201876,-119.84830618044258,379.23900000000003,2023-08-22 22:00:50.299000+00:00
47.23418264955492,-119.84830631820789,379.25600000000003,2023-08-22 22:00:50.399000+00:00
47.23417348035182,-119.84830641990018,379.252,2023-08-22 22:00:50.499000+00:00
47.234164530283984,-119.84830653876672,379.25,2023-08-22 22:00:50.599000+00:00
47.2341558581051,-119.84830664123969,379.25100000000003,2023-08-22 22:00:50.699000+00:00
47.23414744850978,-119.84830672297787,379.252,2023-08-22 22:00:50.799000+00:00
47.23413913746902,-119.8483068028504,379.23900000000003,2023-08-22 22:00:50.899000+00:00
47.23413111591067,-119.84830682926521,379.25100000000003,2023-08-22 22:00:50.999000+00:00
47.234123251264855,-119.84830697702063,379.241,2023-08-22 22:00:51.099000+00:00
47.23411551301766,-119.8483070439342,379.261,2023-08-22 22:00:51.199000+00:00
